title,author,genres,available
Mrs Funnybones: She's just like You and a lot like Me,Twinkle Khanna (Goodreads Author),Nonfiction,True
Jesus Must Rise!,Rodolfo Martin Vitangcol (Goodreads Author),Sconosciuto,True
I love Chanel,Daniela Farnese,Sconosciuto,True
American War,Omar El Akkad (Goodreads Author),Fiction,True
Аз още броя дните,Георги Бърдаров,Bulgarian Literature,True
Heir to Edenbrooke,Julianne Donaldson (Goodreads Author),Romance,True
The Science of Interstellar,"Kip S. Thorne, Christopher J. Nolan (Foreword)",Science,True
The Assassin's Curse,Kevin Sands (Goodreads Author),Historical Fiction,True
"Invincible: Ultimate Collection, Vol. 11","Robert Kirkman, Ryan Ottley (Illustrator), Cory Walker (Illustrator), Jean-François Beaulieu (Illustrator), Nathan Fairbairn (Illustrator)",Graphic Novels,True
عجوز تؤلمه الضحكات,عماد أبو صالح,Poetry,True
"Vinland Saga Omnibus, Vol. 8","Makoto Yukimura, Stephen Paul (Translator)",Manga,True
Geronimo: Wolf of the Warpath,Ralph Moody,History,True
Η Ελένη,"Yiannis Ritsos, Γιάννης Ρίτσος",Poetry,True
Nightingale's Nest,Nikki Loftin (Goodreads Author),Middle Grade,True
"Real Ghosts, Restless Spirits, and Haunted Places",Brad Steiger,Paranormal,True
Antibody,R.A. Steffan (Goodreads Author),Aliens,True
Breaking Free Day by Day,"Beth Moore, Renee Ertl (Narrator)",Sconosciuto,True
The Lost Causes of Bleak Creek,"Rhett McLaughlin (Goodreads Author), Link Neal (Goodreads Author), Lance Rubin",Horror,True
A Hologram for the King,Dave Eggers,Fiction,True
Into the Blue,Pene Henson (Goodreads Author),Romance,True
Civilizacijų susidūrimas ir pasaulio pertvarka,"Samuel P. Huntington, Ala Barkar (Translator)",Politics,True
In the Country of Women,Susan Straight (Goodreads Author),Memoir,True
The Girl I Used to Be,April Henry (Goodreads Author),Mystery,True
"Pilgrim's Progress, Part 2: Christiana","John Bunyan, Henry Matthew Brock (Illustrator)",Christian,True
Halo: Contact Harvest,Joseph Staten,Science Fiction,True
The Verde Sanctuary,"L.W. Samuelson, Cynthia C. Samuelson (Editor)",Sconosciuto,True
The Wonder,Emma Donoghue (Goodreads Author),Historical Fiction,True
The New Puppy from the Black Lagoon,"Mike Thaler, Jared Lee (Illustrator)",Childrens,True
To Catch a Mermaid,Suzanne Selfors (Goodreads Author),Fantasy,True
86 ―エイティシックス― [Light Novel],"Asato Asato, 安里 アサト, Shirabii (Illustrator), しらび (Illustrator), I-IV (Mechanical Design)",Light Novel,True
Madeline Finn and the Library Dog,Lisa Papp (Goodreads Author),Picture Books,True
Firewalker,Josephine Angelini (Goodreads Author),Fantasy,True
THE JEWISH NAZI,John Vocale (Goodreads Author),Historical Fiction,True
Artemis: Wild Goddess of the Hunt,George O'Connor,Graphic Novels,True
Ogni storia è una storia d'amore,Alessandro D'Avenia,Italian Literature,True
These Monstrous Ties,K.V. Rose (Goodreads Author),Dark,True
Float Plan,Trish Doller (Goodreads Author),Romance,True
Parādības,Eduards Aivars,Sconosciuto,True
Player,Staci Hart (Goodreads Author),Romance,True
Teacher: Anne Sullivan Macy,Helen Keller,Biography,True
Aleister Crolwey - A Biografia de um Mago,Johann Heyss (Goodreads Author),Sconosciuto,True
The Only Book a Kid Needs to Read About Coronavirus,"S.G. Jack, Ana Villaranda (Illustrator), Adria Carey (Editor)",Sconosciuto,True
"Chobits, Vol. 7","CLAMP, Shirley Kubo (Translator)",Manga,True
Lyonesse,Jack Vance,Fantasy,True
La Cucina,Lily Prior,Fiction,True
Forces of Habit: Drugs and the Making of the Modern World,David T. Courtwright,History,True
Last Dance,Linda Joy Singleton (Goodreads Author),Young Adult,True
"Philothea, or an Introduction to the Devout Life",Francis de Sales,Catholic,True
Kalt ist der Abendhauch,Ingrid Noll,German Literature,True
Mrs. Wiggs of the Cabbage Patch,Alice Caldwell Hegan Rice,Fiction,True
Giotto's Hand,Iain Pears,Mystery,True
The School for Cool,P.G. Kain (Goodreads Author),Middle Grade,True
If You Give a Pig a Party,"Laura Joffe Numeroff (Goodreads Author), Felicia Bond (Illustrator)",Picture Books,True
With Their Backs to the World: Portraits from Serbia,"Åsne Seierstad, Sindre Kartvedt (Translator)",Nonfiction,True
Wild Card Quilt: Taking a Chance on Home,Janisse Ray (Goodreads Author),Nonfiction,True
The Loud Silence of Francine Green,Karen Cushman (Goodreads Author),Historical Fiction,True
How Children Fail,John Holt,Education,True
The Secret: Discourses on Sufism,Osho,Spirituality,True
The Innocent,Posie Graeme-Evans (Goodreads Author),Historical Fiction,True
Corazones Perdidos,"Heinz G. Konsalik, Teresa Parodi (Translator)",Sconosciuto,True
Love Stories of World War II,Larry King,Nonfiction,True
Everglades,Randy Wayne White,Mystery,True
Saphyre Snow,Marcia Lynn McClure (Goodreads Author),Romance,True
The Washing of the Spears: A History of the Rise of the Zulu Nation Under Shaka and Its Fall in the Zulu War of 1879,"Donald R. Morris, Mangosuthu Buthelezi (Introduction)",History,True
Die Dämonen,Heimito von Doderer,German Literature,True
A Sunday at the Pool in Kigali,"Gil Courtemanche, Patricia Claxton (Translator)",Fiction,True
Presenting the Holy Spirit,Fuchsia T. Pickett,Sconosciuto,True
"Gravitation, Volume 04",Maki Murakami,Manga,True
The Choice,Lynne Ewing,Young Adult,True
The Chimney Sweeper's Boy,"Barbara Vine, Ruth Rendell",Mystery,True
Antología Poética de la Generación del 27,"Manuel Cifo González (Editor), Pedro Salinas, Emilio Prados, Luis Cernuda, Rafael Alberti, José María Hinojosa, Manuel Altolaguirre, Jorge Guillén, more…",Poetry,True
Welman tytöt,Anu Holopainen (Goodreads Author),Fantasy,True
Whispers and Lies,Joy Fielding,Mystery,True
Railroads and Clearcuts: Legacy of Congress's 1864 Northern Pacific Railroad Land Grant,"Derrick Jensen, George Draffan",Sconosciuto,True
Twenty Wishes,Debbie Macomber (Goodreads Author),Romance,True
Menangkap Unicorn,Koen Setyawan (Goodreads Author),Sconosciuto,True
Knights of Dark Renown,David Gemmell,Fantasy,True
Eyes Of Horus,Joan Marshall Grant,Sconosciuto,True
Tipperary,Frank Delaney,Historical Fiction,True
Angel of Redemption,Yukito Kishiro,Manga,True
Bicycle Mystery,Gertrude Chandler Warner,Mystery,True
The Dalemark Quartet,Diana Wynne Jones,Fantasy,True
The Beatles Anthology,"The Beatles, John Lennon, Paul McCartney, Ringo Starr, George Harrison",Music,True
Colours Aloft!,"Alexander Kent, Douglas Reeman",Historical Fiction,True
Cado-cado: Catatan Dodol Calon Dokter,Ferdiriva Hamzah,Humor,True
Everybody Loves a Good Drought,Palagummi Sainath,India,True
Stone Hotel,Raegan Butcher (Goodreads Author),Poetry,True
The Night I Disappeared,Julie Reece Deaver,Young Adult,True
"Moomin: The Complete Tove Jansson Comic Strip, Vol. 1",Tove Jansson,Comics,True
Red Cavalry and Other Stories,"Isaac Babel, Efraim Sicher (Editor), David McDuff (Translator)",Short Stories,True
Twilight Illusions,Maggie Shayne (Goodreads Author),Paranormal,True
The Lonely Dead,Michael Marshall,Thriller,True
Сказания о титанах,Яков Голосовкер,Russia,True
River Rising,Athol Dickson (Goodreads Author),Christian Fiction,True
Believing,Wendy Corsi Staub (Goodreads Author),Young Adult,True
"The Daily Coyote: Story of Love, Survival, and Trust In the Wilds of Wyoming",Shreve Stockton,Nonfiction,True
The Fat Girl Chronicles: A Handbook For Fat Chicks,Kimberly M. Denesse,Sconosciuto,True
Silverhill,Phyllis A. Whitney,Mystery,True
Considering Kate,Nora Roberts (Goodreads Author),Romance,True
Lady Friday,Garth Nix (Goodreads Author),Fantasy,True
Glennkill,Leonie Swann,Mystery,True
"The Charnel Rose, Senlin: a Biography, and Other Poems",Conrad Aiken,Poetry,True
Notes from a Liar and Her Dog,Gennifer Choldenko (Goodreads Author),Realistic Fiction,True
Song of the Moon,Catherine Banks (Goodreads Author),Werewolves,True
When Angels Rest,Donald Harington,Fiction,True
Officer Factory,Hans Hellmut Kirst,World War II,True
Katherine: Heart of Freedom,Cameron Dokey,Historical Fiction,True
Tales of Known Space: The Universe of Larry Niven,"Larry Niven, Rick Sternbach (Contributor)",Science Fiction,True
A Life,Silvia Arnie,Romance,True
Café Latte Rhapsody,Touko Kawai,Manga,True
Silk Road,Jeanne Larsen (Goodreads Author),Fantasy,True
An Irresistible Bachelor,"Jessica Bird, J.R. Ward (Goodreads Author)",Romance,True
"Vampire Knight, Vol. 11",Matsuri Hino,Manga,True
Unseen,Rachel Caine (Goodreads Author),Urban Fantasy,True
The Road Winds On,Francena H. Arnold,Fiction,True
Web of Lies,Brandilyn Collins (Goodreads Author),Christian Fiction,True
Racehorse,Bonnie Bryant,Horses,True
A Duke's Temptation,Jillian Hunter (Goodreads Author),Historical Romance,True
The Friendship Doll,KirLarson (Goodreads Author),Historical Fiction,True
"Moe Kare!!, Vol. 06",Gō Ikeyamada,Manga,True
Guests of the Sheik: An Ethnography of an Iraqi Village,Elizabeth Warnock Fernea,Nonfiction,True
The Kitchen Maid,Valerie Wood,Sconosciuto,True
"How Successful People Think: Change Your Thinking, Change Your Life",John C. Maxwell,Business,True
Moonshine,Rob Thurman (Goodreads Author),Urban Fantasy,True
Brian's Return,Gary Paulsen,Fiction,True
The Vampire Book: The Encyclopedia Of The Undead,J. Gordon Melton,Vampires,True
"Cherub Boxed Set, #1-12",Robert Muchamore,Sconosciuto,True
The Lightkeeper's Daughter,Iain Lawrence (Goodreads Author),Young Adult,True
Stormy Weather,Carl Hiaasen (Goodreads Author),Fiction,True
Deception,"Amanda Quick (Goodreads Author), Jayne Ann Krentz (Goodreads Author)",Romance,True
Para que no me olvides,Marcela Serrano,Fiction,True
The Light and the Glory: Did God Have a Plan for America?,"Peter Marshall, David Manuel",History,True
The Naked Mole-Rat Letters,"Mary Amato (Goodreads Author), Heather Saunders (Illustrator)",Realistic Fiction,True
The Best Little Boy in the World,Andrew Tobias,Gay,True
White Gold: The Extraordinary Story of Thomas Pellow and North Africa's One Million European Slaves,Giles Milton,History,True
If You Ask Me (And of Course You Won't),Betty White,Nonfiction,True
Accidental Love,B.L. Miller (Goodreads Author),Lesbian,True
Ultimate Wolverine Vs. Hulk,"Damon Lindelof, Leinil Francis Yu",Comics,True
The Gold Falcon,Katharine Kerr (Goodreads Author),Fantasy,True
Sword-Born,"Jennifer Roberson (Goodreads Author), Jim Burns (Illustrator)",Fantasy,True
"God Sees the Truth, but Waits",Leo Tolstoy,Short Stories,True
Chasin' Eight,Lorelei James (Goodreads Author),Westerns,True
Amurgul gândurilor,Emil M. Cioran,Philosophy,True
The Hidden Children: The Secret Survivors of the Holocaust,Jane Marks,Holocaust,True
A Secret Love,Stephanie Laurens (Goodreads Author),Romance,True
The Ghost Of Ellen Dower,Earl B. Pilgrim,Sconosciuto,True
Ingratitude,Ying Chen,France,True
Sonny Boy,Annejet van der Zijl,Nonfiction,True
Vathek,William Beckford,Gothic,True
The Spirit Cabinet,Paul Quarrington,Fiction,True
Pictures of the Gone World,Lawrence Ferlinghetti,Poetry,True
Zeus: King of the Gods,George O'Connor,Graphic Novels,True
Alix's Journal,"Alix Cléo Roubaud, Jan Steyn (Translator), Jacques Roubaud (Preface)",Journal,True
Comment le peuple juif fut inventé,Shlomo Sand,History,True
Treasure,Clive Cussler,Fiction,True
In The Place of Fallen Leaves,Tim Pears,Fiction,True
Strong at the Break,Jon Land,Thriller,True
Where My Heart Belongs,Tracie Peterson,Christian Fiction,True
Nutcracker,"E.T.A. Hoffmann, Maurice Sendak (Illustrator), Ralph Manheim (Translator)",Classics,True
Confirmation: The Hard Evidence of Aliens Among Us,Whitley Strieber (Goodreads Author),Paranormal,True
The Three Furies,"Kaza Kingsley (Goodreads Author), Peter Mohrbacher (Illustrator)",Fantasy,True
The Original Adventures of Hank the Cowdog,"John R. Erickson (Goodreads Author), Gerald L. Holmes (Illustrator)",Childrens,True
Death's Head,David Gunn,Science Fiction,True
sTORI Telling,Tori Spelling,Nonfiction,True
Shadow Dance,Julie Garwood (Goodreads Author),Romance,True
Ladle Rat Rotten Hut,Cameron Jace (Goodreads Author),Fantasy,True
Three Views of Crystal Water,Katherine Govier (Goodreads Author),Historical Fiction,True
The Empire of the Wolves,"Jean-Christophe Grangé, Ian Monk (Translator)",Thriller,True
Assumptions That Affect Our Lives,Christian Overman,Nonfiction,True
Ang mga Kaibigan ni Mama Susan,Bob Ong,Horror,True
"Pandora Hearts, Volume 4",Jun Mochizuki,Manga,True
Dekada '70 (Ang Orihinal at Kumpletong Edisyon),Lualhati Bautista,Historical Fiction,True
The Spiderwick Chronicles Box Set,"Tony DiTerlizzi (Goodreads Author) (Author/Illustrator), Holly Black (Goodreads Author)",Fantasy,True
The Best Friend,R.L. Stine (Goodreads Author),Horror,True
Veil of Pearls,MaryLu Tyndall (Goodreads Author),Historical Fiction,True
A Love Untamed,Pamela Palmer,Paranormal Romance,True
Learning All The Time,John Holt,Education,True
The Painter of Modern Life and Other Essays (Phaidon Arts and Letters),"Charles Baudelaire, Jonathon Mayne (Tranlator, Editor)",Art,True
Accordion Crimes,Annie Proulx,Fiction,True
Curse of the Gargoyle,Tara Nina (Goodreads Author),Paranormal Romance,True
Nop's Trials,Donald McCaig,Fiction,True
And They Were Not Ashamed: Strengthening Marriage Through Sexual Fulfillment,Laura M. Brotherson,Nonfiction,True
Cautionary Tales for Children,"Hilaire Belloc, Edward Gorey (Illustrator)",Poetry,True
Being Mentally Ill: A Sociological Theory,Thomas J. Scheff,Psychology,True
The Coming of Hoole,Kathryn Lasky,Fantasy,True
Elementary Structures of Kinship,Claude Lévi-Strauss,Anthropology,True
Pain: The Science and Culture of Why We Hurt,Marni Jackson,Nonfiction,True
Ninth Ward,Jewell Parker Rhodes (Goodreads Author),Historical Fiction,True
A Sibila,Agustina Bessa-Luís,Portugal,True
"The Unwritten, Vol. 1: Tommy Taylor and the Bogus Identity","Mike Carey (Goodreads Author) (Writer), Bill Willingham (Goodreads Author) (Introduction), Peter Gross (Writer, Artist), Yuko Shimizu (Goodreads Author) (Illustrator)",Graphic Novels,True
Darkness Rising,Peter Koevari (Goodreads Author),Fantasy,True
Zübüklüğün Sonu Yok,Aziz Nesin,Turkish,True
Αν πετάξει το πουλί,"Arkas, Αρκάς",Comics,True
The Affirmation,Christopher Priest,Science Fiction,True
Are We Out of the Driveway Yet?,"Jerry Scott, Jim Borgman",Comics,True
One Up On Wall Street: How to Use What You Already Know to Make Money in the Market,"Peter Lynch, John Rothchild",Finance,True
Flashman's Lady,George MacDonald Fraser,Historical Fiction,True
The Unofficial Guide: Walt Disney World 2011,"Bob Sehlinger, Len Testa",Travel,True
A Cynic Looks at Life,Ambrose Bierce,Philosophy,True
Girls Acting Catty,Leslie Margolis,Realistic Fiction,True
The Anatomy of Human Destructiveness,Erich Fromm,Psychology,True
Cassandra's Sister,Veronica Bennett,Historical Fiction,True
The Heavenly Horse from the Outermost West,Mary Stanton (Goodreads Author),Fantasy,True
Midnight Reign,Chris Marie Green (Goodreads Author),Urban Fantasy,True
Creating a World Without Poverty: Social Business and the Future of Capitalism,"Muhammad Yunus, Karl Weber",Economics,True
Silent Partner,Jonathan Kellerman,Mystery,True
The Threat Within,"Jude Watson (Goodreads Author), Cliff Nielsen (Illustrator)",Star Wars,True
The Nanny,Melissa Nathan,Chick Lit,True
Khan: Empire of Silver,Conn Iggulden,Historical Fiction,True
The Earl's Inconvenient Wife,Ruth Ann Nordin (Goodreads Author),Romance,True
Ruh Adam,Hüseyin Nihal Atsız,Turkish Literature,True
Her Double Delight,Dixie Lynn Dwyer,Menage,True
In the Middle of the Night: The Shocking True Story of a Family Killed in Cold Blood,Brian McDonald,True Crime,True
Mrs. Jeffries Appeals the Verdict,Emily Brightwell,Mystery,True
Mirza Ghalib: 100 Famous Ghazals,"Mirza Asadullah Khan Ghalib, Sarvat Rahman (Translator)",Sconosciuto,True
Mark of Betrayal,Angela M. Hudson (Goodreads Author),Vampires,True
Boob Tube,"Mark Coker (Goodreads Author), Lesleyann Coker",Fiction,True
Faery Tales & Nightmares,Melissa Marr (Goodreads Author),Fantasy,True
Flip,Martyn Bedford,Young Adult,True
More Starlight to Your Heart: Volume 1,Hiro Matsuba,Manga,True
Prelude To Christopher,Eleanor Dark,Fiction,True
Die Pension Grillparzer - eine Bärengeschichte,John Irving (Goodreads Author),Fiction,True
Happy Beginnings: How I Became My Own Fairy Godmother,Lorena Bathey (Goodreads Author),Self Help,True
"INJURY : Origin (Injury,#1)",Pet Torres (Goodreads Author),Sconosciuto,True
"Good Night, Gorilla",Peggy Rathmann,Picture Books,True
Toonopolis: Gemini,"Jeremy Rodden (Goodreads Author), Cami Woodruff (Illustrator)",Fantasy,True
Thinking in Pictures: My Life with Autism,Temple Grandin,Nonfiction,True
Horsefeathers!,Dandi Daley Mackall (Goodreads Author),Horses,True
कफ़न,"Munshi Premchand, मुंशी प्रेमचंद",Short Stories,True
Tear,Rachel Van Dyken (Goodreads Author),Romance,True
Gateway to the Gods,Katherine Applegate,Fantasy,True
Morality for Beautiful Girls,Alexander McCall Smith (Goodreads Author),Mystery,True
"The Boys of Winter: The Untold Story of a Coach, a Dream, and the 1980 U.S. Olympic Hockey Team",Wayne Coffey,Sports,True
Scaredy-Cat Elizabeth,"Francine Pascal (Goodreads Author), Molly Mia Stewart",Childrens,True
The Life and Exploits of the Scarlet Pimpernel,"John Blakeney (pseudonym ), John Montagu Orczy Barstow, Emmuska Orczy (Foreword)",Historical Fiction,True
The Last Man,"Mary Wollstonecraft Shelley, Anne K. Mellor (Introduction), Hugh J. Luke (Editor)",Classics,True
Garavi sokak,Miroslav Antić,Poetry,True
Hard to Love,Kendall Ryan (Goodreads Author),Romance,True
البكاء بين يدي زرقاء اليمامة,أمل دنقل,Poetry,True
The Man in 3B,Carl Weber (Goodreads Author),African American,True
Rascal,"Sterling North, John Schoenherr (Illustrator)",Animals,True
