title,author,genres,available
Welcome to the Dark House,Laurie Faria Stolarz (Goodreads Author),Horror,True
Les Femmes Savantes,Molière,Plays,True
Pirates: The Midnight Passage,"James R. Hannibal (Goodreads Author), James Clamp (Reading)",Adventure,True
A Gift to Remember,Melissa Hill (Goodreads Author),Chick Lit,True
Through a Mother's Eyes,Cary Allen Stone (Goodreads Author),Nonfiction,True
Donde habitan los ángeles,Claudia Celis,Spanish Literature,True
Wildcard: Volume One,Missy Johnson (Goodreads Author),Sports,True
The White Road,Cynthia Harrod-Eagles,Historical Fiction,True
Robbins & Cotran Pathologic Basis of Disease,"Vinay Kumar, Abul K. Abbas, Nelson Fausto",Medicine,True
"A Lexicon of Lunacy: Metaphoric Malady, Moral Responsibility & Psychiatry",Thomas Szasz,Sconosciuto,True
Meneer Beerta,J.J. Voskuil,Fiction,True
La corte de los espejos,Concepción Perea (Goodreads Author),Fantasy,True
"Bom dia, camaradas",Ondjaki,Angola,True
"The Complete Peanuts, Vol. 2: 1953-1954","Charles M. Schulz, Walter Cronkite (Introduction)",Comics,True
Zes maanden zonder,Charlotte de Monchy,Chick Lit,True
Teen Angst? Naaah . . .,Ned Vizzini,Young Adult,True
Blood and Honor,Jayna Vixen (Goodreads Author),Romance,True
From the Embers,Candace Knoebel (Goodreads Author),Fantasy,True
"Hamlet, Prince of Denmark","A.J. Hartley (Goodreads Author), David Hewson (Goodreads Author), Richard Armitage (Narrator)",Fiction,True
In the End,Demitria Lunetta (Goodreads Author),Young Adult,True
Best Kept Secret,Jeffrey Archer,Fiction,True
Diamonds & Deceit,Leila Rasheed,Historical Fiction,True
آتش بدون دود کتاب اول: گالان و سولماز,"Nader Ebrahimi, Nader Ebrahimi",Novels,True
Abel,Elizabeth Reyes (Goodreads Author),Romance,True
Legacy of the Claw,"C.R. Grey, Jim Madsen (Illustrations)",Fantasy,True
The Rape of Lucrece,William Shakespeare,Poetry,True
Mr. Popular and I,thefreakoffreaks,Romance,True
L'ombre pourpre,Natasha Beaulieu (Goodreads Author),Fantasy,True
The Parrot's Theorem,Denis Guedj,Fiction,True
Ninguna mujer nace para puta,María Galindo,Feminism,True
Zom-B Angels,Darren Shan (Goodreads Author),Horror,True
The Bed I Made,Lucie Whitehouse,Fiction,True
Flight of Fancy (Cora's Daughters - The Fancy Series),"Mercedes Keyes (Goodreads Author), Lawrence James (Editor)",Sconosciuto,True
2586 Kroków,Andrzej Pilipiuk,Fantasy,True
Suitable for Hanging,Lynne Stanshine (Goodreads Author),Sconosciuto,True
My Weekly Walk (The Walk Book 2),Alan E. Freedman,Sconosciuto,True
Invaded,Melissa Landers (Goodreads Author),Young Adult,True
Mysteries of the Red Coyote Inn,Lorraine Carey (Goodreads Author),Sconosciuto,True
Some Quiet Place,Kelsey Sutton (Goodreads Author),Fantasy,True
Rajatabla,Luis Britto García,Sconosciuto,True
The Greatest Generation,Tom Brokaw,History,True
Your Husband My Man,K.C. Blaze (Goodreads Author),Urban,True
Le Faiseur d'Univers,Philip José Farmer,Science Fiction,True
The Manhattan Hunt Club,John Saul,Horror,True
My Soul to Take,"Yrsa Sigurðardóttir, Bernard Scudder (Translator), Anna Yates (Translator)",Mystery,True
The Ring of Earth,Chris Bradford (Goodreads Author),Historical Fiction,True
Hanya Kamu yang Tahu Berapa Lama Lagi Aku Harus Menunggu,Norman Erikson Pasaribu,Indonesian Literature,True
Run!,Patricia Wentworth,Mystery,True
Revenge,Yōko Ogawa,Short Stories,True
Karma Destiny or Choice,Himaksh Kashyap (Goodreads Author),Sconosciuto,True
Clandestine Classics: A Princess of Mars,"Bebe Balocca (Goodreads Author), Edgar Rice Burroughs",Sconosciuto,True
Tagged & Ashed,C.M. Owens (Goodreads Author),Romance,True
The Demonologist,Andrew Pyper (Goodreads Author),Horror,True
Spirit Walker,James Galloway,Fantasy,True
Worth the Effort,Mara Jacobs (Goodreads Author),Romance,True
Devil Take the Blue-tail Fly,John Franklin Bardin,Mystery,True
Karma's a Bitch,J. Gail (Goodreads Author),Sconosciuto,True
Hasil Ghat / حاصل گھاٹ,Bano Qudsia,Fiction,True
You Slay Me,Katie MacAlister (Goodreads Author),Paranormal,True
"Đường Còn Dài, Còn Dài",Nguyễn Thiên Ngân,Fiction,True
Aurelien d'Aragon,"Daniel Bougnoux, Cécile Narjoux",Sconosciuto,True
El silencio se mueve,Fernando Marías,Young Adult,True
Little Dove,Jaden Wilkes (Goodreads Author),Dark,True
La estrella de Sevilla,Lope de Vega,Theatre,True
Trail of the Spellmans,Lisa Lutz (Goodreads Author),Mystery,True
The Last Unicorn,"Peter S. Beagle (Goodreads Author), Peter B. Gillis (Adaptor), Renae De Liz (illustrator), Ray Dillon (illustrator)",Fantasy,True
I Hotel,"Karen Tei Yamashita, Sina Grace (Goodreads Author) (Illustrator), Leland Wong (Illustrator)",Fiction,True
Horton Hatches the Egg,Dr. Seuss,Childrens,True
Stroncium,Jiří Kulhánek,Science Fiction,True
The Spirit Heir,Kaitlyn Davis (Goodreads Author),Fantasy,True
A Draw of Kings,Patrick W. Carr (Goodreads Author),Fantasy,True
The Life of π,"Jason Shaverin, Archimedes",Fiction,True
Fallen Fourth Down,Tijan (Goodreads Author),Romance,True
Winter in Madrid,C.J. Sansom,Historical Fiction,True
Sun & Moon,Kelle J. Brown,Sconosciuto,True
Castle Grey - A Katt and Mouse Mystery,L.C. Wright,Mystery,True
Redemption,Julie Morgan (Goodreads Author),Sconosciuto,True
Doctor Who: The Feast of the Drowned,Stephen Cole,Doctor Who,True
Facebook Phantom,Suzanne Sangi,Horror,True
The Macarthur Study Bible: New American Standard Bible,"Anonymous, John F. MacArthur Jr. (Editor)",Christian,True
Mémoires d'un âne,"Comtesse de Ségur, Félix Jobbé-Duval (Illustrator)",France,True
يا فتاة الإسلام اقرئي حتى لا تخدعي,صالح بن إبراهيم البليهي,Sconosciuto,True
Toxic,Sara Shepard (Goodreads Author),Young Adult,True
قالت ضحى,"Bahaa Taher, بهاء طاهر",Novels,True
Cirque Du Freak,Darren Shan (Goodreads Author),Fantasy,True
Jacob's Story,Seeley James (Goodreads Author),Mystery,True
Stardust and Sheets,Saiber (Goodreads Author),Poetry,True
The Man with the Golden Touch,Mór Jókai,Hungarian Literature,True
Unrequited,Alisa Mullen (Goodreads Author),New Adult,True
Him,Carey Heywood (Goodreads Author),Romance,True
Legend of the Emerald Rose,Linda Wichman (Goodreads Author),Fantasy,True
A Living Soul,"P.C. Jersild, Rika Lesser (Translator)",Science Fiction,True
Personal Assets,Kelsey Browning (Goodreads Author),Contemporary Romance,True
This One Is Mine,Maria Semple,Fiction,True
Ship of Dolls,Shirley Parenteau (Goodreads Author),Historical Fiction,True
The Life of God (as Told by Himself),"Franco Ferrucci, Raymond Rosenthal (Translator)",Fiction,True
Succulent Wild Woman,S.A.R.K.,Self Help,True
Happily Ever After,Harriet Evans (Goodreads Author),Chick Lit,True
هروبي إلى الحرية: أوراق السجن 1983-1988,"Alija Izetbegović, محمد عبد الرءوف (Goodreads Author) (ترجمة), شكري مجاهد (مراجعة)",Biography,True
Arclight,Josin L. McQuein (Goodreads Author),Young Adult,True
The Little White Bird,J.M. Barrie,Classics,True
Pugwash and the Sea Monster: A Pirate Story,John Ryan,Childrens,True
Something from Nothing,Phoebe Gilman,Picture Books,True
"DOCTOR MARI TEACHES ABOUT HEALTHY CONCEPTS OF GOD (Psychological Wholeness Series, #3)",Denise Marie Mari (Goodreads Author),Sconosciuto,True
The Panopticon,Jenni Fagan (Goodreads Author),Fiction,True
Mind of the Raven: Investigations and Adventures with Wolf-Birds,Bernd Heinrich,Nonfiction,True
Last Sun Standing,Arthur J. Wu,Sconosciuto,True
Essential Deren: Collected Writings on Film,"Maya Deren, Bruce McPherson (Editor)",Film,True
The Paranormal 13,"C.J. Archer (Goodreads Author), Stacy Claflin (Goodreads Author), Cate Dean (Goodreads Author), J.J. DiBendetto, C. Gockel (Goodreads Author), Kyoko M. (Goodreads Author), Becca Mills (Goodreads Author), K.A. Poe (Goodreads Author), more…",Paranormal,True
"Books for kids: My Mom is A SuperWoman (Bedtime Superhero For Kids Ages 3-10) Short story, Game & Puzzle - children's books, Early readers (Funny Series for Early Learning Readers)",Auntie Ant,Sconosciuto,True
Cita Humanisme Islam. Panorama Kebangkitan Intelektual dan Budaya Islam dan Pengaruhnya Terhadap Renaisans Barat,George Makdisi,Islam,True
Mortal Danger,Eileen Wilks (Goodreads Author),Urban Fantasy,True
By Grace and Banners Fallen: Prologue to A Memory of Light,"Robert Jordan, Brandon Sanderson (Goodreads Author)",Fantasy,True
When Love Never Ends,J. Alec Keaton,Sconosciuto,True
Just One of the Guys,Kristan Higgins (Goodreads Author),Romance,True
Lowball,"George R.R. Martin (Editor), Melinda M. Snodgrass (Goodreads Author) (Editor)",Science Fiction,True
Out of the Blackness,Carter Quinn (Goodreads Author),M M Romance,True
giveaways,A.N. Shekarnia,Sconosciuto,True
Narrative of Sojourner Truth,"Sojourner Truth, Olive Gilbert",History,True
The Rough-Face Girl,"Rafe Martin, David Shannon (Illustrator)",Picture Books,True
The Taxidermist's Daughter,Kate Mosse,Historical Fiction,True
Saint Odd,Dean Koontz (Goodreads Author),Horror,True
Don't Try This at Home: A Year in the Life of Dave Navarro,"Dave Navarro, Neil Strauss (Goodreads Author)",Music,True
Violet Wings,Victoria Hanley,Fantasy,True
Schemerzone,"Amanda Stevens (Goodreads Author), Karin de Haas (Translator)",Paranormal,True
"Truly, Madly, Deadly",Hannah Jayne,Young Adult,True
Une brève histoire de l'avenir,Jacques Attali,Nonfiction,True
The Crow: The Lazarus Heart,"Poppy Z. Brite (Goodreads Author), James O'Barr (Created by)",Horror,True
O Palácio dos Prazeres Celestiais,"Adam Williams, Catarina Lima (Translator)",Historical Fiction,True
Good Girls,Laura Ruby,Young Adult,True
How Music Works,David Byrne (Goodreads Author),Music,True
Men Explain Things to Me,Rebecca Solnit,Nonfiction,True
Mexican Eskimo Book 1: Exmikan,Anker Frankoni (Goodreads Author),Sconosciuto,True
Mist of Midnight,Sandra Byrd (Goodreads Author),Historical Fiction,True
You Can Never Go Home Again,Dyan Sheldon,Young Adult,True
Le Operette Morali Di Giacomo Leopardi (1870),"Giuseppe Chiarini, Pietro Giordani",Sconosciuto,True
Omega Minor,Paul Verhaeghen,Fiction,True
Boaz Brown,Michelle Stimpson (Goodreads Author),Christian Fiction,True
Small Lives,"Pierre Michon, Jody Gladding (Translation), Elizabeth Deshays (Translation)",Fiction,True
Three Wishes,Kristen Ashley (Goodreads Author),Romance,True
Without Words,Ellen O'Connell (Goodreads Author),Historical Romance,True
The Difference a Day Makes,Carole Matthews,Chick Lit,True
"Romance of the Three Kingdoms, Vol. 1 (chapter 1-30)","Luo Guanzhong, C.H. Brewitt Taylor (Translator)",Sconosciuto,True
Adi Parva - Churning of the Ocean,Amruta Patil,Graphic Novels,True
Collateral,Callie Hart (Goodreads Author),Dark,True
Feenlicht und Krötenzauber,Halo Summer (Goodreads Author),Fantasy,True
Herr Lehmann,Sven Regener,Fiction,True
Sebastian,Anne Bishop,Fantasy,True
V is for Virgin,Kelly Oram (Goodreads Author),Young Adult,True
World of Ryyah: Birth of the Half Elves: Book One,H.L. Watson (Goodreads Author),Fantasy,True
The Ties That Bind,Eve Newton (Goodreads Author),Vampires,True
Super Intelligence: Getting Ahead With Super Intelligence,Renee B. Williams,Sconosciuto,True
Pole Dancing to Gospel Hymns,Andrea Gibson,Poetry,True
"Les Intrigantes (Les Intrigantes, #1)",Christine Féret-Fleury,Sconosciuto,True
Forgotten Lore: Volume II,Alexei Maxim Russell (Goodreads Author),Sconosciuto,True
The World According to Clarkson,Jeremy Clarkson,Nonfiction,True
The Best of Ruskin Bond,Ruskin Bond,Fiction,True
The Remembering,Steve Cash,Fantasy,True
The Hunters,Chris Kuzneski (Goodreads Author),Thriller,True
Between The Raindrops,Stephanie Zen (Goodreads Author),Romance,True
Yellowstone Heart Song,Peggy L. Henderson (Goodreads Author),Time Travel,True
Children of Dust: A Memoir of Pakistan,Ali Eteraz (Goodreads Author),Nonfiction,True
Dream More,Dolly Parton,Nonfiction,True
The Horse Healer,Gonzalo Giner,Historical Fiction,True
Professor Dowell's Head,"Alexander Belyaev, Antonina W. Bouis (Translator), Theodore Sturgeon (Introduction)",Science Fiction,True
"A Good Man: Rediscovering My Father, Sargent Shriver",Mark Shriver,Biography,True
"Streams to the River, River to the Sea","Scott O'Dell, Peter Roop",Historical Fiction,True
The Fallow Season of Hugo Hunter,Craig Lancaster (Goodreads Author),Fiction,True
Memory Effekt,Lena Sander,Thriller,True
Mi novia Ítala come flores y otras novias,Miguel James,Sconosciuto,True
The Witch of Salt and Storm,Kendall Kulper (Goodreads Author),Fantasy,True
The Accidental Werewolf,Dakota Cassidy,Paranormal,True
Marriage to a Difficult Man: The Uncommon Union of Jonathan & Sarah Edwards,Elisabeth D. Dodds,Biography,True
Gray Dawn,Albert Payson Terhune,Fiction,True
The Moon Dwellers,David Estes (Goodreads Author),Dystopia,True
Le Sculpteur,Scott McCloud (Goodreads Author),Graphic Novels,True
13 Jam A380,Evelyn Rose,Novels,True
Brian Jacques Collection Redwall Series 9 Books Set,Brian Jacques,Fantasy,True
Sword of the Guardian,Merry Shannon (Goodreads Author),Fantasy,True
Chasing Windmills,Catherine Ryan Hyde (Goodreads Author),Fiction,True
Red Men: Liverpool Football Club: The Biography,John M. Williams,Sports,True
The Island Project,Taylor Buck (Goodreads Author),Thriller,True
الرئيس,"محمد العدوي (Goodreads Author), محمد المخزنجي (تصدير)",Novels,True
The Collected Works of Billy the Kid,Michael Ondaatje,Poetry,True
Kenau,Tessa de Loo,Historical Fiction,True
Judge Dredd: America,"John Wagner, Colin MacNeil (Illustrator)",Comics,True
La noche de Tlatelolco,Elena Poniatowska,History,True
Our Moon Has Blood Clots: The Exodus of the Kashmiri Pandits,Rahul Pandita,Nonfiction,True
Grumpy Old Wizards,John O'Riley (Goodreads Author),Fantasy,True
Torn,Laney McMann (Goodreads Author),Paranormal,True
Bad Hair Day,Sarah Mlynowski (Goodreads Author),Fantasy,True
Wild Swan,Celeste De Blasis,Historical Fiction,True
Dark Lycan,Christine Feehan (Goodreads Author),Paranormal,True
Shelter You,Alice Tribue (Goodreads Author),New Adult,True
The Blind Man of Seville,Robert Wilson (Goodreads Author),Mystery,True
Control,Cordelia Kingsbridge,M M Romance,True
أنا.. وأخواتها: رحلة في أسرار الذات,سلمان العودة,Self Help,True
Vyrad,Ulrike Schweikert,Fantasy,True
La Duchesse De Langeais,Honoré de Balzac,France,True
Standing in the Rainbow,Fannie Flagg,Fiction,True
কালো বরফ,Mahmudul Haque,Fiction,True
Last Chance Knit & Stitch,Hope Ramsay (Goodreads Author),Romance,True
Dark Companion,Marta Acosta (Goodreads Author),Young Adult,True
Deep Blue Eternity,Natasha Boyd (Goodreads Author),Romance,True
The Antichrist and Armageddon,Danyal Nicholson,Sconosciuto,True
Thomas Hardy: Tess of the D'Urbervilles; The Mayor of Casterbridge; Far from the Madding Crowd,Thomas Hardy,Classics,True
Neverland,Shari Arnold (Goodreads Author),Fantasy,True
Defy,Raine Thomas (Goodreads Author),Fantasy,True
Dixie's Last Stand: Was It Murder or Self-Defense?,John Ferak (Goodreads Author),True Crime,True
"The Earl and The Fairy, Volume 01","Mizue Tani, 香魚子 (Illustrator)",Manga,True
Demiryolu Serserileri,"Jack London (Yazar), Bircan Çınar (Çevirmen)",Classics,True
A Pelican at Blandings,P.G. Wodehouse,Fiction,True
Applied Economics: Thinking Beyond Stage One,Thomas Sowell,Economics,True
Easy Ways to Earn Money and Get Free Stuff When Bored and Broke!,Michael Zhang (Goodreads Author),Sconosciuto,True
All Our Names,Dinaw Mengestu,Fiction,True
The Having of Wonderful Ideas: And Other Essays on Teaching and Learning,Eleanor Duckworth,Education,True
The Forgetting,Nicole Maggi (Goodreads Author),Mystery,True
The Amazing Interlude,Mary Roberts Rinehart,Fiction,True
Molly's Lips: Club Mephisto Retold,Annabel Joseph (Goodreads Author),BDSM,True
Los Ejercitos del Cielo,Jay Rubenstein,History,True
Jinx's Magic,Sage Blackwood,Fantasy,True
Hidden Depths,Ally Rose,Sconosciuto,True
Il tempo che vorrei,Fabio Volo,Italian Literature,True
عصر القرود,"مصطفى محمود, مصطفى محمود",Nonfiction,True
Rattlesnake,Kim Fielding (Goodreads Author),M M Romance,True
Douluo Dalu,"Tang Jia San Shao, Mu Feng Chun (Artist)",Manga,True
The Line,J.D. Horn (Goodreads Author),Fantasy,True
At Wolf Ranch,Jennifer Ryan (Goodreads Author),Romance,True
Anastasia Again!,Lois Lowry (Goodreads Author),Childrens,True
Walden and other writings,Henry David Thoreau,Classics,True
Lost,Alyssa Rose Ivy (Goodreads Author),Paranormal,True
The Long Goodbye,Meghan O'Rourke,Memoir,True
The Peeping Tom,Debbie Lacy (Goodreads Author),Sconosciuto,True
Odesse,Evelina Leickt,Sconosciuto,True
El centro del mundo,Angélica Liddell,Sconosciuto,True
"RASL, Vol. 2: The Fire of St. George",Jeff Smith,Graphic Novels,True
The Tempering Blaze,"Sally Laity, Dianna Crawford",Christian Fiction,True
All That Remains,Michele G. Miller (Goodreads Author),Romance,True
La hija del caníbal,Rosa Montero,Spain,True
Force of Gravity,Kelly Stevenson (Goodreads Author),New Adult,True
My First Coup d'Etat: And Other True Stories from the Lost Decades of Africa,John Dramani Mahama,Memoir,True
Mr. Right Berkopiah,Ain Maisarah,Sconosciuto,True
Alec,L.A. Casey (Goodreads Author),Romance,True
Necessary Lies,Diane Chamberlain (Goodreads Author),Historical Fiction,True
The Most Important Game,Noah Harris (Goodreads Author),M M Romance,True
The Wings of Merlin,T.A. Barron (Goodreads Author),Fantasy,True
Raced,K. Bromberg (Goodreads Author),Romance,True
Henna House,Nomi Eve (Goodreads Author),Historical Fiction,True
Incendiary,Carole Cummings (Goodreads Author),Fantasy,True
Children of Rosehaven,Christopher St. John Sampayo (Goodreads Author),Sconosciuto,True
Hamletmachine,Heiner Müller,Plays,True
The Infinite Love Series,Kira Adams (Goodreads Author),New Adult,True
Patternmaster,Octavia E. Butler,Science Fiction,True
Leaving the Atocha Station,Ben Lerner,Fiction,True
Stalking Jack: The Hunt Begins...,Madison Kent (Goodreads Author),Historical Fiction,True
The Red Light Princess,James W. Bodden (Goodreads Author),Science Fiction,True
Trojan Gold,Elizabeth Peters,Mystery,True
Semi-Tough,"Dan Jenkins, Sally Jenkins (Introduction)",Sports,True
His Every Whim,Liliana Rhodes (Goodreads Author),Romance,True
Happiness in Hard Times,Andrew Matthews (Goodreads Author),Self Help,True
Čitas burtnīca,Anna Sakse,Sconosciuto,True
التنوير في إسقاط التدبير,"أحمد بن عطاء الله السكندري, Ibn ʻAta' Allah al-Iskandari",Islam,True
Moments of Truth,Jan Carlzon,Business,True
مملكة البنغال,محمد بن عبد العزيز الداود (Goodreads Author),Sconosciuto,True
The Last Rhinos: My Battle to Save One of the World's Greatest Creatures,"Lawrence Anthony, Graham Spence",Animals,True
After Twenty Years,O. Henry,Short Stories,True
Rheingold,Stephan Grundy,Fantasy,True
Bog se nikad ne smeje: zapis o ateističkom autovanju,"Aleksandar Lambros, Lazar Janic (Goodreads Author) (Producer)",Sconosciuto,True
Just My Rotten Luck,"James Patterson (Goodreads Author), Chris Tebbetts (Goodreads Author), Laura Park (Illustrations)",Middle Grade,True
City of Time,Eoin McNamee,Fantasy,True
Old School,Jeff Kinney (Goodreads Author),Humor,True
Hardline,Meredith Wild (Goodreads Author),Romance,True
Spirit Animals: The Book of Shane #1,Nick Eliopulos,Fantasy,True
In the Belly of the Elephant,Susan Corbett (Goodreads Author),Nonfiction,True
Special Friendships,"Roger Peyrefitte, Edward Hyams (Translator)",France,True
Death Is a Lonely Business,Ray Bradbury,Mystery,True
Los dioses mienten,Kaori Ozaki,Manga,True
Mister Death's Blue-Eyed Girls,Mary Downing Hahn (Goodreads Author),Young Adult,True
The Princess in the Opal Mask,Jenny Lundquist (Goodreads Author),Fantasy,True
De ijswoestijn,"Maite Carranza, Elvira Veenings (Translation)",Fantasy,True
Forever Night Stand,"Ysa Arcangel (Goodreads Author), _silverdoe_",Romance,True
For Reasons Unknown,Michael Wood (Goodreads Author),Crime,True
Complementary Colors,Adrienne Wilder (Goodreads Author),M M Romance,True
A Faraway Island,"Annika Thor, Linda Schenck (Translator)",Historical Fiction,True
The Urban Bestiary: Encountering the Everyday Wild,Lyanda Lynn Haupt (Goodreads Author),Nonfiction,True
الجاحد,الحسن البخاري,Novels,True
On a Bad Boy Note: Don't Curse Me!,Ansh Seth,Sconosciuto,True
The Wedding Contract,H.M. Ward (Goodreads Author),Romance,True
"Dzień, w którym umarłam","Belén Martínez Sánchez (Goodreads Author), Dorota Twardo (Translator)",Fantasy,True
Natasha: The Biography of Natalie Wood,Suzanne Finstad,Biography,True
Păpușile,Cristina Nemerovschi (Goodreads Author),Romanian Literature,True
Silent City,Alex Segura (Goodreads Author),Mystery,True
"The Case Study of Vanitas, Chapter 1",Jun Mochizuki,Manga,True
Pure Vision: The Magdalene Revelation,Perri Birney (Goodreads Author),Amazon,True
Ser madre hoy,Miguel Noguera,Humor,True
Stolen Away,Alyxandra Harvey (Goodreads Author),Fantasy,True
Succumbing to His Fear,River Mitchell (Goodreads Author),M M Romance,True
Александр Башлачёв. Человек поющий,Лев Наумов,Music,True
Thirst Trap - An Instagram Scandal,Aisha Linnea (Goodreads Author),Sconosciuto,True
The Lost Girls of Rome,"Donato Carrisi, Howard Curtis (Translator)",Thriller,True
Dodger's Doorway,Alessandro Reale (Goodreads Author),Fantasy,True
Pies and Prejudice,Ellery Adams (Goodreads Author),Mystery,True
Forever,Chanda Hahn (Goodreads Author),Fantasy,True
Neverness,David Zindell,Science Fiction,True
April's Secret Storm,Brenda Ashworth Barry,Historical Fiction,True
Shark Life: True Stories About Sharks & the Sea,Peter Benchley,Nonfiction,True
The Lies About Truth,Courtney C. Stevens (Goodreads Author),Contemporary,True
Vault Dweller's Secrets: An Unauthorized Guide to Fallout 4,Corey Hardin (Goodreads Author),Sconosciuto,True
The Vengekeep Prophecies,"Brian Farrey (Goodreads Author), Brett Helquist (Illustrations)",Fantasy,True
Like People in History,Felice Picano (Goodreads Author),LGBT,True
Slaves of Socorro,John Flanagan,Fantasy,True
Floors,"Patrick Carman (Goodreads Author), Chris Turnham (Illustrator)",Mystery,True
Chasing the Rainbow: Facilitating a Pagan Festival,Tish Owen,Sconosciuto,True
Private Berlin,"James Patterson (Goodreads Author), Mark T. Sullivan (Goodreads Author)",Mystery,True
V.M. 18,Isabella Santacroce,Fiction,True
The Surprising Truth about Sales: A Holistic Approach to Closing a Deal,Maria Johnsen (Goodreads Author),Business,True
"The Oxford India Ghalib: Life, Letters and Ghazals",Mirza Asadullah Khan Ghalib,Poetry,True
"Many Lives, Many Masters by Brian L. Weiss Lesson Plans",BookRags,Nonfiction,True
Blood Kiss,"Shawn William Davis (Goodreads Author), Robert Moore (Illustrator)",Sconosciuto,True
Lob der Disziplin. Eine Streitschrift,Bernhard Bueb,Sconosciuto,True
The Devil's Detective,Simon Kurt Unsworth (Goodreads Author),Horror,True
Cut from the Same Cloth,Kathleen Baldwin (Goodreads Author),Romance,True
L'exil,Estelle Vagner,Urban Fantasy,True
Beside Myself,Ann Morgan (Goodreads Author),Fiction,True
The Gorgon's Gaze,Julia Golding (Goodreads Author),Fantasy,True
Tutte le storie oniriche e fantastiche. Il sogno,"H.P. Lovecraft, Gianni Pilo (Editor), Sebastiano Fusco (Editor)",Horror,True
Žítkovské bohyně,"Kateřina Tučková, Martin Pecina (Cover)",Czech Literature,True
Faërie,"J.R.R. Tolkien, Francis Ledoux (Translator)",Fantasy,True
The Capture of Paul Beck,Matthias McDonnell Bodkin,Sconosciuto,True
Whisper Beach,Shelley Noble (Goodreads Author),Fiction,True
Arabian War Games : Cataclysmic Wars Redraw the Map of the Middle East,Ali Al Shihabi,Sconosciuto,True
The Gracekeepers,Kirsty Logan (Goodreads Author),Fantasy,True
La leyenda del ladrón,Juan Gomez-Jurado (Goodreads Author),Historical Fiction,True
No me debes nada,Conti Constanzo,Sconosciuto,True
The Girl from the Train,"Irma Joubert, Elsa Silke (translator)",Historical Fiction,True
Life in Outer Space,Melissa Keil (Goodreads Author),Young Adult,True
Overstroomd,Eva Moraal,Young Adult,True
Η Πάπισσα Ιωάννα,"Emmanuel Rhoides, Εμμανουήλ Ροΐδης",Fiction,True
"Fighting Out of Mobberley, England",G.B. Hope (Goodreads Author),Zombies,True
"Whose God? Whose Land?: The Great Empires and The Making of the Modern Middle East (JUDAISM, CHRISTIANITY, ISLAM: THE THREE PILLARS OF MONOTHEISM Book 1)","William Hare, Alvaro Armada Gonzalez (Illustrator)",Sconosciuto,True
Romancing the Grinch,Tamara Philip (Goodreads Author),Christmas,True
The Upright Thinkers: The Human Journey from Living in Trees to Understanding the Cosmos,Leonard Mlodinow,Science,True
"God's Promises For You: Divine Promises and Affirmations For Your Success, All-round Prosperity and Total Well-being",Theo John Paul,Sconosciuto,True
This Momentary Marriage: A Parable of Permanence,John Piper (Goodreads Author),Marriage,True
Games People Play,Owen Mullen (Goodreads Author),Crime,True
فيتيا مالييف في المدرسة والبيت,"Nikolay Nosov, نيقولاي نوسوف",Russia,True
Love the One You're With,Lauren Layne,Romance,True
Thomas Gainsborough: Artist of England,Sally Glendinning,Sconosciuto,True
Boy Band,Jacqueline E. Smith (Goodreads Author),Romance,True
La ragazza dai capelli strani,"David Foster Wallace, Zadie Smith (Foreword), Martina Testa (Translator)",Short Stories,True
Just Three Words,Melissa Brayden (Goodreads Author),Romance,True
Scars,"Juan José Saer, Steve Dolph (Goodreads Author) (Translator)",Fiction,True
The Ugly Duckling,Iris Johansen (Goodreads Author),Mystery,True
Dream Girls: Nicole,Carrie Thomas (Goodreads Author),Contemporary Romance,True
Beggar Magic,H.L. Burke (Goodreads Author),Fantasy,True
Nightmare Movies: A Critical Guide to Contemporary Horror Films,Kim Newman,Film,True
Bleeding Hearts (Book #1),Dana Louise Provo (Goodreads Author),Romance,True
The Freelancer's Bible,Tiffani Velez,Sconosciuto,True
Devlet-i Aliyye - Köprülüler Devri,Halil İnalcık,History,True
Chez soi,Mona Chollet,Nonfiction,True
دروب,Mikhail Naimy,Sconosciuto,True
Winning,Lara Deloza (Goodreads Author),Contemporary,True
Four Letter Word,J. Daniels (Goodreads Author),Romance,True
Inspired Talks,Swami Vivekananda,Philosophy,True
"American Vampire, Vol. 4","Scott Snyder (Goodreads Author) (Writer), Rafael Albuquerque (Illustrations), Jordi Bernet (Illustrations)",Graphic Novels,True
The Smoke at Dawn,Jeff Shaara,Historical Fiction,True
Jennie,"Paul Gallico, Bob Haberfield (Illustrator)",Fiction,True
Façade,Nyrae Dawn (Goodreads Author),New Adult,True
The Dangerous Lives of Altar Boys,Chris Fuhrman (Illustrations),Fiction,True
"Mistakes Were Made (But Not by Me): Why We Justify Foolish Beliefs, Bad Decisions, and Hurtful Acts","Carol Tavris, Elliot Aronson, Marsha Mercant (Narrator ), Joe Barrett (Goodreads Author) (Narrator )",Psychology,True
Billionaire Romance: Music in His Bones (Feel The Music Book 1),Amerine Graham (Goodreads Author),Sconosciuto,True
The Dark Wife,Sarah Diemer (Goodreads Author),Fantasy,True
A Faerie's Revenge,Rachel Morgan (Goodreads Author),Fantasy,True
On the Other Side,Carrie Hope Fletcher,Romance,True
The Eck-Vidya: Ancient Science of Prophecy,Paul Twitchell,Sconosciuto,True
Where Treasure Hides,Johnnie Alexander (Goodreads Author),Historical Fiction,True
Will You Remember Me?,Amanda Prowse,Chick Lit,True
The King's Pleasure,Norah Lofts,Historical Fiction,True
The Forgotten One and Other True Tales of the South Seas,James Norman Hall,Sconosciuto,True
